,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved,CreditScore_Group,Suspicious
1567,1568,Non-binary,White,23,Under 25,166076,530,253645,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,0,Poor,True
9906,9907,Female,White,53,25-60,173250,530,402055,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
7936,7937,Female,White,31,25-60,128219,530,146263,Gig,High School,Visa Holder,Fluent,No,No,Urban Professional,1,Poor,True
6753,6754,Female,White,26,25-60,155403,530,282242,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,0,Poor,True
6670,6671,Female,White,48,25-60,167786,530,149645,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7983,7984,Male,Hispanic,60,25-60,107929,530,369454,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
8008,8009,Female,White,50,25-60,161347,530,344921,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
5034,5035,Male,Asian,52,25-60,144792,530,421463,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
9414,9415,Female,White,35,25-60,129849,530,233833,Unemployed,Graduate,Citizen,Fluent,No,Yes,Urban Professional,1,Poor,True
4972,4973,Male,White,74,Over 60,116243,530,355971,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Poor,True
6140,6141,Female,White,59,25-60,103206,530,286575,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
6498,6499,Female,White,80,Over 60,87319,530,269148,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
287,288,Female,Hispanic,30,25-60,155152,530,244453,Part-time,Some College,Citizen,Limited,Yes,No,Working Class Urban,0,Poor,True
9835,9836,Female,White,22,Under 25,101844,529,98953,Full-time,Graduate,Permanent Resident,Fluent,No,No,High-income Suburban,1,Poor,True
9261,9262,Male,Multiracial,58,25-60,147367,529,406607,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
9264,9265,Male,White,76,Over 60,111765,529,262045,Full-time,Bachelor's,Permanent Resident,Limited,No,Yes,Urban Professional,1,Poor,True
662,663,Male,White,28,25-60,165267,529,388703,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
8487,8488,Male,Hispanic,47,25-60,156266,529,75224,Full-time,High School,Citizen,Fluent,No,Yes,Urban Professional,0,Poor,True
3509,3510,Male,White,76,Over 60,166735,529,101696,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,0,Poor,True
9378,9379,Male,Multiracial,76,Over 60,104279,528,260384,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
3795,3796,Male,White,28,25-60,159960,528,156937,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
1403,1404,Male,White,38,25-60,77285,528,309690,Gig,High School,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
2650,2651,Female,White,30,25-60,69009,528,134178,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8849,8850,Male,Native American,41,25-60,108094,528,430312,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,1,Poor,True
4479,4480,Male,Asian,20,Under 25,146582,528,360727,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
8822,8823,Female,Multiracial,46,25-60,76995,528,317126,Part-time,Some College,Citizen,Fluent,No,No,Rural,1,Poor,True
4340,4341,Female,Hispanic,57,25-60,154896,528,220547,Full-time,Bachelor's,Citizen,Limited,Yes,No,Rural,1,Poor,True
4624,4625,Male,White,67,Over 60,117994,528,79812,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8226,8227,Female,White,62,Over 60,174916,528,312892,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
6543,6544,Female,White,39,25-60,163700,528,426096,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
8271,8272,Male,Asian,77,Over 60,109311,528,434645,Part-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
119,120,Male,White,72,Over 60,142049,528,104948,Gig,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
1884,1885,Male,Black,48,25-60,48726,528,266128,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7035,7036,Male,White,69,Over 60,163527,527,360088,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5548,5549,Non-binary,White,32,25-60,165919,527,360065,Part-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,0,Poor,True
3372,3373,Female,White,25,25-60,169269,527,220784,Gig,Some College,Permanent Resident,Fluent,No,No,Rural,0,Poor,True
7586,7587,Male,Hispanic,26,25-60,118905,527,239910,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
4664,4665,Female,White,70,Over 60,161805,527,252862,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1385,1386,Female,Hispanic,65,Over 60,77474,527,199464,Gig,Some College,Citizen,Fluent,Yes,No,Rural,1,Poor,True
4538,4539,Male,Black,41,25-60,146677,527,229564,Full-time,High School,Citizen,Fluent,Yes,No,Rural,1,Poor,True
9132,9133,Female,White,79,Over 60,96522,527,71957,Self-employed,High School,Citizen,Limited,No,No,Rural,1,Poor,True
4102,4103,Male,Hispanic,19,Under 25,172140,527,133122,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
4105,4106,Male,White,40,25-60,115080,527,431195,Self-employed,Bachelor's,Permanent Resident,Limited,No,No,High-income Suburban,1,Poor,True
7269,7270,Male,White,48,25-60,83161,527,132008,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
9067,9068,Female,White,43,25-60,158026,526,62560,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
1154,1155,Female,White,60,25-60,150415,526,173016,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8912,8913,Male,White,69,Over 60,121523,526,423882,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
3527,3528,Male,Black,46,25-60,100502,526,318781,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5281,5282,Female,White,26,25-60,97141,526,177699,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
1648,1649,Female,White,18,Under 25,147752,526,416505,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
4177,4178,Female,White,62,Over 60,132793,526,421468,Part-time,High School,Visa Holder,Fluent,No,No,High-income Suburban,1,Poor,True
6538,6539,Female,White,51,25-60,165787,526,150472,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
8013,8014,Female,White,43,25-60,98830,526,75906,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
4119,4120,Female,Black,18,Under 25,158644,526,154249,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
8472,8473,Female,White,48,25-60,133076,525,270133,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8507,8508,Male,Hispanic,51,25-60,143134,525,87943,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
6277,6278,Male,White,39,25-60,102633,525,59751,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
4341,4342,Male,Black,46,25-60,96684,525,232700,Self-employed,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7444,7445,Female,White,28,25-60,125584,525,380590,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5836,5837,Male,Black,42,25-60,161326,525,198888,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8656,8657,Male,Black,66,Over 60,84316,525,82564,Full-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional,1,Poor,True
7620,7621,Male,Asian,38,25-60,72441,525,159767,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
2814,2815,Female,Hispanic,65,Over 60,173806,525,294454,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
3024,3025,Female,Black,69,Over 60,158846,525,400193,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9071,9072,Female,White,46,25-60,35121,525,293424,Part-time,High School,Citizen,Fluent,No,No,Rural,1,Poor,True
7624,7625,Male,White,45,25-60,140272,525,92884,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Poor,True
3992,3993,Female,White,76,Over 60,121480,525,174436,Gig,Graduate,Citizen,Limited,No,No,Working Class Urban,1,Poor,True
9430,9431,Female,White,18,Under 25,87188,524,313686,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
9267,9268,Female,White,71,Over 60,159402,524,119527,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,0,Poor,True
4375,4376,Female,White,21,Under 25,90496,524,251618,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
413,414,Male,White,52,25-60,32953,524,110488,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
998,999,Male,Hispanic,73,Over 60,119368,524,250439,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional,1,Poor,True
5191,5192,Female,Hispanic,42,25-60,160722,524,290230,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Poor,True
5482,5483,Male,White,40,25-60,78934,524,141110,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8324,8325,Female,Hispanic,40,25-60,162357,524,343312,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
3082,3083,Female,White,60,25-60,111056,524,376963,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
8444,8445,Male,White,63,Over 60,51221,524,162718,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
2466,2467,Male,White,54,25-60,168467,524,229390,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
8396,8397,Female,White,58,25-60,133334,524,169851,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9595,9596,Male,Hispanic,49,25-60,91246,523,301415,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
2358,2359,Female,White,74,Over 60,164403,523,88332,Part-time,High School,Citizen,Limited,No,No,Historically Redlined,1,Poor,True
133,134,Female,White,72,Over 60,136320,523,309727,Full-time,Some College,Citizen,Fluent,No,Yes,Rural,1,Poor,True
272,273,Female,White,46,25-60,113472,523,162475,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
803,804,Male,Hispanic,71,Over 60,172126,523,202804,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
6673,6674,Non-binary,Asian,53,25-60,155393,523,288370,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
7214,7215,Male,Hispanic,58,25-60,165122,523,178165,Gig,High School,Citizen,Limited,Yes,No,Rural,0,Poor,True
1556,1557,Female,White,82,Over 60,119779,523,400300,Full-time,High School,Citizen,Limited,No,No,Historically Redlined,1,Poor,True
394,395,Female,White,69,Over 60,166360,523,329512,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined,0,Poor,True
3903,3904,Male,White,72,Over 60,143217,523,52734,Self-employed,High School,Citizen,Fluent,No,Yes,Working Class Urban,1,Poor,True
2197,2198,Male,Asian,19,Under 25,112845,523,157740,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
5105,5106,Male,Black,23,Under 25,162822,522,357428,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
9751,9752,Male,White,58,25-60,165152,522,218800,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Poor,True
5351,5352,Male,White,52,25-60,173363,522,226349,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,1,Poor,True
1007,1008,Male,White,50,25-60,106884,522,160445,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
3350,3351,Male,White,56,25-60,167415,522,325093,Full-time,High School,Citizen,Fluent,Yes,No,Rural,0,Poor,True
3696,3697,Female,White,45,25-60,102731,522,71978,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
2561,2562,Female,White,27,25-60,125214,521,221839,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
3769,3770,Female,White,59,25-60,161236,521,158947,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
9242,9243,Female,White,76,Over 60,166257,521,80217,Full-time,High School,Visa Holder,Fluent,No,No,High-income Suburban,0,Poor,True
8803,8804,Female,Hispanic,59,25-60,166613,521,380607,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
6377,6378,Male,Multiracial,73,Over 60,163552,521,292868,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,1,Poor,True
3582,3583,Female,White,59,25-60,162230,521,315697,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,0,Poor,True
9316,9317,Female,White,53,25-60,125961,521,331988,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Poor,True
3634,3635,Female,White,31,25-60,173133,521,180963,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
5075,5076,Female,White,77,Over 60,172696,520,246362,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Working Class Urban,0,Poor,True
6627,6628,Female,Asian,32,25-60,157498,520,208574,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Poor,True
1967,1968,Female,White,46,25-60,81106,520,396430,Full-time,Some College,Visa Holder,Limited,No,Yes,Working Class Urban,1,Poor,True
463,464,Male,White,49,25-60,167883,520,155665,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
9561,9562,Female,Hispanic,22,Under 25,70659,520,73213,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
6782,6783,Female,White,54,25-60,139564,520,249565,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
7671,7672,Female,White,44,25-60,102000,520,383503,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
3835,3836,Male,White,81,Over 60,166697,520,331456,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
1401,1402,Male,White,73,Over 60,72364,520,52473,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5267,5268,Female,White,40,25-60,77055,520,87313,Part-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,1,Poor,True
4220,4221,Male,White,82,Over 60,143896,520,164211,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5028,5029,Female,Asian,33,25-60,105182,520,195720,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,1,Poor,True
1812,1813,Male,White,63,Over 60,66483,519,130044,Self-employed,Graduate,Permanent Resident,Limited,No,No,Historically Redlined,1,Poor,True
4278,4279,Female,White,79,Over 60,126695,519,296388,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
653,654,Female,Black,20,Under 25,160814,519,439710,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
6598,6599,Male,White,80,Over 60,56984,519,344045,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
929,930,Male,White,51,25-60,158346,519,173056,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Working Class Urban,0,Poor,True
6591,6592,Male,White,30,25-60,174504,519,322949,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
4173,4174,Female,White,40,25-60,172290,519,338052,Self-employed,Bachelor's,Citizen,Limited,No,No,High-income Suburban,0,Poor,True
2957,2958,Female,Hispanic,53,25-60,161698,519,345643,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
36,37,Female,White,56,25-60,53100,519,61889,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
2161,2162,Male,White,33,25-60,76428,519,154526,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,1,Poor,True
5468,5469,Female,Hispanic,23,Under 25,142703,519,267464,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
8184,8185,Female,Hispanic,27,25-60,90203,518,405712,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
6638,6639,Male,White,78,Over 60,126956,518,373995,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7373,7374,Female,Black,64,Over 60,170768,518,177366,Gig,Some College,Permanent Resident,Limited,No,No,Urban Professional,0,Poor,True
5798,5799,Male,White,55,25-60,174574,518,439825,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
5789,5790,Female,White,54,25-60,164043,518,123994,Unemployed,Bachelor's,Citizen,Limited,No,No,Urban Professional,0,Poor,True
7088,7089,Male,White,42,25-60,134538,518,228942,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8012,8013,Female,White,54,25-60,158979,518,193371,Full-time,Some College,Citizen,Limited,No,No,Historically Redlined,0,Poor,True
3830,3831,Male,White,36,25-60,174073,518,95401,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
7097,7098,Female,Hispanic,21,Under 25,37361,518,61366,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
1737,1738,Male,White,22,Under 25,158552,518,262247,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
7335,7336,Male,Hispanic,51,25-60,123639,518,129457,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
7009,7010,Male,White,46,25-60,173988,517,275599,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Poor,True
2464,2465,Female,Hispanic,56,25-60,139133,517,95344,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8811,8812,Male,White,19,Under 25,47858,517,130500,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
1519,1520,Female,White,34,25-60,125821,517,229850,Full-time,Some College,Citizen,Limited,Yes,No,High-income Suburban,1,Poor,True
3818,3819,Female,White,44,25-60,155653,517,372696,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
4925,4926,Male,Asian,54,25-60,95726,517,163970,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
6649,6650,Female,White,46,25-60,161965,517,83104,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
3099,3100,Male,Hispanic,59,25-60,164224,517,269143,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
7960,7961,Female,Hispanic,58,25-60,158417,516,71920,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
2633,2634,Male,Black,19,Under 25,158159,516,337644,Self-employed,Some College,Citizen,Fluent,Yes,No,Historically Redlined,1,Poor,True
7947,7948,Female,Black,39,25-60,47403,516,426899,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
6212,6213,Male,Hispanic,78,Over 60,174151,516,412603,Full-time,Some College,Citizen,Limited,No,No,Rural,1,Poor,True
9966,9967,Female,White,61,Over 60,163313,516,242974,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
4630,4631,Female,Asian,79,Over 60,172061,516,365887,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
486,487,Female,White,65,Over 60,98869,516,233733,Part-time,High School,Visa Holder,Fluent,No,No,High-income Suburban,1,Poor,True
